date,restaurant_id,restaurant_location,item_id,item_name,category,units_sold,selling_price,discount,promotion_flag,day_of_week,weekend_flag,holiday_flag,weather_condition,temperature,special_event,inventory_available,waste_units,stockout_flag,true_demand
2025-08-31,R01,Bengaluru - Koramangala,I24,Cold Coffee,Beverages,96,99.0,0.0,0,6,1,0,Sunny,27.0,0,96,0,1,133
2025-08-31,R01,Bengaluru - Koramangala,I25,Fresh Lime Soda,Beverages,59,69.0,0.0,0,6,1,0,Sunny,27.0,0,93,34,0,59
2025-08-31,R01,Bengaluru - Koramangala,I26,Mango Lassi,Beverages,42,89.0,0.0,0,6,1,0,Sunny,27.0,0,70,28,0,42
2025-08-31,R01,Bengaluru - Koramangala,I27,Mineral Water,Beverages,97,30.0,0.0,0,6,1,0,Sunny,27.0,0,139,42,0,97
2025-08-31,R01,Bengaluru - Koramangala,I28,Veg Fried Rice,Biryani & Rice,15,179.0,0.0,0,6,1,0,Sunny,27.0,0,32,17,0,15
2025-08-31,R01,Bengaluru - Koramangala,I29,Chicken Fried Rice,Biryani & Rice,35,219.0,0.0,0,6,1,0,Sunny,27.0,0,44,9,0,35
2025-08-31,R01,Bengaluru - Koramangala,I30,Soup of the Day,Starters,19,129.0,0.0,0,6,1,0,Sunny,27.0,0,26,7,0,19
2025-08-31,R02,Pune - Kalyani Nagar,I01,Chicken Biryani,Biryani & Rice,131,249.0,0.0,0,6,1,0,Sunny,27.0,0,132,1,0,131
2025-08-31,R02,Pune - Kalyani Nagar,I02,Veg Biryani,Biryani & Rice,39,199.0,0.0,0,6,1,0,Sunny,27.0,0,79,40,0,39
2025-08-31,R02,Pune - Kalyani Nagar,I03,Mutton Biryani,Biryani & Rice,26,263.2,20.0,1,6,1,0,Sunny,27.0,0,67,41,0,26
2025-08-31,R02,Pune - Kalyani Nagar,I04,Jeera Rice,Biryani & Rice,30,149.0,0.0,0,6,1,0,Sunny,27.0,0,30,0,0,30
2025-08-31,R02,Pune - Kalyani Nagar,I05,Butter Chicken,Main Course,63,228.65,15.0,1,6,1,0,Sunny,27.0,0,84,21,0,63
2025-08-31,R02,Pune - Kalyani Nagar,I06,Paneer Butter Masala,Main Course,65,229.0,0.0,0,6,1,0,Sunny,27.0,0,71,6,0,65
2025-08-31,R02,Pune - Kalyani Nagar,I07,Dal Makhani,Main Course,49,179.0,0.0,0,6,1,0,Sunny,27.0,0,49,0,1,59
2025-08-31,R02,Pune - Kalyani Nagar,I08,Chicken Tikka Masala,Main Course,45,259.0,0.0,0,6,1,0,Sunny,27.0,0,76,31,0,45
2025-08-31,R02,Pune - Kalyani Nagar,I09,Palak Paneer,Main Course,37,209.0,0.0,0,6,1,0,Sunny,27.0,0,37,0,1,49
2025-08-31,R02,Pune - Kalyani Nagar,I10,Kadai Chicken,Main Course,23,249.0,0.0,0,6,1,0,Sunny,27.0,0,55,32,0,23
2025-08-31,R02,Pune - Kalyani Nagar,I11,Butter Naan,Breads,120,45.0,0.0,0,6,1,0,Sunny,27.0,0,142,22,0,120
2025-08-31,R02,Pune - Kalyani Nagar,I12,Garlic Naan,Breads,37,55.0,0.0,0,6,1,0,Sunny,27.0,0,82,45,0,37
2025-08-31,R02,Pune - Kalyani Nagar,I13,Tandoori Roti,Breads,76,30.0,0.0,0,6,1,0,Sunny,27.0,0,95,19,0,76
2025-08-31,R02,Pune - Kalyani Nagar,I14,Laccha Paratha,Breads,59,50.0,0.0,0,6,1,0,Sunny,27.0,0,59,0,1,83
2025-08-31,R02,Pune - Kalyani Nagar,I15,Chicken 65,Starters,42,219.0,0.0,0,6,1,0,Sunny,27.0,0,76,34,0,42
2025-08-31,R02,Pune - Kalyani Nagar,I16,Paneer Tikka,Starters,44,159.2,20.0,1,6,1,0,Sunny,27.0,0,54,10,0,44
2025-08-31,R02,Pune - Kalyani Nagar,I17,Veg Spring Rolls,Starters,19,159.0,0.0,0,6,1,0,Sunny,27.0,0,34,15,0,19
2025-08-31,R02,Pune - Kalyani Nagar,I18,Chicken Lollipop,Starters,24,229.0,0.0,0,6,1,0,Sunny,27.0,0,47,23,0,24
2025-08-31,R02,Pune - Kalyani Nagar,I19,Gulab Jamun,Desserts,20,80.1,10.0,1,6,1,0,Sunny,27.0,0,63,43,0,20
2025-08-31,R02,Pune - Kalyani Nagar,I20,Rasmalai,Desserts,19,99.0,0.0,0,6,1,0,Sunny,27.0,0,38,19,0,19
2025-08-31,R02,Pune - Kalyani Nagar,I21,Gajar Halwa,Desserts,9,109.0,0.0,0,6,1,0,Sunny,27.0,0,21,12,0,9
2025-08-31,R02,Pune - Kalyani Nagar,I22,Ice Cream Sundae,Desserts,20,129.0,0.0,0,6,1,0,Sunny,27.0,0,49,29,0,20
2025-08-31,R02,Pune - Kalyani Nagar,I23,Masala Chai,Beverages,84,40.0,0.0,0,6,1,0,Sunny,27.0,0,127,43,0,84
2025-08-31,R02,Pune - Kalyani Nagar,I24,Cold Coffee,Beverages,83,99.0,0.0,0,6,1,0,Sunny,27.0,0,89,6,0,83
2025-08-31,R02,Pune - Kalyani Nagar,I25,Fresh Lime Soda,Beverages,59,69.0,0.0,0,6,1,0,Sunny,27.0,0,59,0,1,75
2025-08-31,R02,Pune - Kalyani Nagar,I26,Mango Lassi,Beverages,55,89.0,0.0,0,6,1,0,Sunny,27.0,0,55,0,1,62
2025-08-31,R02,Pune - Kalyani Nagar,I27,Mineral Water,Beverages,59,30.0,0.0,0,6,1,0,Sunny,27.0,0,80,21,0,59
2025-08-31,R02,Pune - Kalyani Nagar,I28,Veg Fried Rice,Biryani & Rice,16,179.0,0.0,0,6,1,0,Sunny,27.0,0,20,4,0,16
2025-08-31,R02,Pune - Kalyani Nagar,I29,Chicken Fried Rice,Biryani & Rice,28,219.0,0.0,0,6,1,0,Sunny,27.0,0,38,10,0,28
2025-08-31,R02,Pune - Kalyani Nagar,I30,Soup of the Day,Starters,16,129.0,0.0,0,6,1,0,Sunny,27.0,0,20,4,0,16
2025-08-31,R03,Hyderabad - Gachibowli,I01,Chicken Biryani,Biryani & Rice,125,249.0,0.0,0,6,1,0,Sunny,27.0,0,163,38,0,125
2025-08-31,R03,Hyderabad - Gachibowli,I02,Veg Biryani,Biryani & Rice,70,199.0,0.0,0,6,1,0,Sunny,27.0,0,84,14,0,70
2025-08-31,R03,Hyderabad - Gachibowli,I03,Mutton Biryani,Biryani & Rice,55,263.2,20.0,1,6,1,0,Sunny,27.0,0,72,17,0,55
2025-08-31,R03,Hyderabad - Gachibowli,I04,Jeera Rice,Biryani & Rice,30,149.0,0.0,0,6,1,0,Sunny,27.0,0,32,2,0,30
2025-08-31,R03,Hyderabad - Gachibowli,I05,Butter Chicken,Main Course,96,215.2,20.0,1,6,1,0,Sunny,27.0,0,96,0,1,109
2025-08-31,R03,Hyderabad - Gachibowli,I06,Paneer Butter Masala,Main Course,90,229.0,0.0,0,6,1,0,Sunny,27.0,0,90,0,1,99
2025-08-31,R03,Hyderabad - Gachibowli,I07,Dal Makhani,Main Course,35,179.0,0.0,0,6,1,0,Sunny,27.0,0,65,30,0,35
2025-08-31,R03,Hyderabad - Gachibowli,I08,Chicken Tikka Masala,Main Course,62,259.0,0.0,0,6,1,0,Sunny,27.0,0,83,21,0,62
2025-08-31,R03,Hyderabad - Gachibowli,I09,Palak Paneer,Main Course,42,209.0,0.0,0,6,1,0,Sunny,27.0,0,50,8,0,42
2025-08-31,R03,Hyderabad - Gachibowli,I10,Kadai Chicken,Main Course,41,249.0,0.0,0,6,1,0,Sunny,27.0,0,51,10,0,41
2025-08-31,R03,Hyderabad - Gachibowli,I11,Butter Naan,Breads,48,45.0,0.0,0,6,1,0,Sunny,27.0,0,147,99,0,48
2025-08-31,R03,Hyderabad - Gachibowli,I12,Garlic Naan,Breads,33,55.0,0.0,0,6,1,0,Sunny,27.0,0,91,58,0,33
2025-08-31,R03,Hyderabad - Gachibowli,I13,Tandoori Roti,Breads,69,30.0,0.0,0,6,1,0,Sunny,27.0,0,115,46,0,69
2025-08-31,R03,Hyderabad - Gachibowli,I14,Laccha Paratha,Breads,56,50.0,0.0,0,6,1,0,Sunny,27.0,0,71,15,0,56
2025-08-31,R03,Hyderabad - Gachibowli,I15,Chicken 65,Starters,94,219.0,0.0,0,6,1,0,Sunny,27.0,0,94,0,1,122
2025-08-31,R03,Hyderabad - Gachibowli,I16,Paneer Tikka,Starters,67,159.2,20.0,1,6,1,0,Sunny,27.0,0,82,15,0,67
2025-08-31,R03,Hyderabad - Gachibowli,I17,Veg Spring Rolls,Starters,20,159.0,0.0,0,6,1,0,Sunny,27.0,0,39,19,0,20
2025-08-31,R03,Hyderabad - Gachibowli,I18,Chicken Lollipop,Starters,34,229.0,0.0,0,6,1,0,Sunny,27.0,0,52,18,0,34
2025-08-31,R03,Hyderabad - Gachibowli,I19,Gulab Jamun,Desserts,24,80.1,10.0,1,6,1,0,Sunny,27.0,0,76,52,0,24
2025-08-31,R03,Hyderabad - Gachibowli,I20,Rasmalai,Desserts,20,99.0,0.0,0,6,1,0,Sunny,27.0,0,32,12,0,20
2025-08-31,R03,Hyderabad - Gachibowli,I21,Gajar Halwa,Desserts,22,109.0,0.0,0,6,1,0,Sunny,27.0,0,25,3,0,22
2025-08-31,R03,Hyderabad - Gachibowli,I22,Ice Cream Sundae,Desserts,24,129.0,0.0,0,6,1,0,Sunny,27.0,0,45,21,0,24
2025-08-31,R03,Hyderabad - Gachibowli,I23,Masala Chai,Beverages,72,40.0,0.0,0,6,1,0,Sunny,27.0,0,137,65,0,72
2025-08-31,R03,Hyderabad - Gachibowli,I24,Cold Coffee,Beverages,90,99.0,0.0,0,6,1,0,Sunny,27.0,0,90,0,1,95
2025-08-31,R03,Hyderabad - Gachibowli,I25,Fresh Lime Soda,Beverages,52,69.0,0.0,0,6,1,0,Sunny,27.0,0,78,26,0,52
2025-08-31,R03,Hyderabad - Gachibowli,I26,Mango Lassi,Beverages,65,89.0,0.0,0,6,1,0,Sunny,27.0,0,66,1,0,65
2025-08-31,R03,Hyderabad - Gachibowli,I27,Mineral Water,Beverages,119,30.0,0.0,0,6,1,0,Sunny,27.0,0,124,5,0,119
2025-08-31,R03,Hyderabad - Gachibowli,I28,Veg Fried Rice,Biryani & Rice,25,179.0,0.0,0,6,1,0,Sunny,27.0,0,29,4,0,25
2025-08-31,R03,Hyderabad - Gachibowli,I29,Chicken Fried Rice,Biryani & Rice,20,219.0,0.0,0,6,1,0,Sunny,27.0,0,42,22,0,20
2025-08-31,R03,Hyderabad - Gachibowli,I30,Soup of the Day,Starters,16,129.0,0.0,0,6,1,0,Sunny,27.0,0,27,11,0,16
2025-09-01,R01,Bengaluru - Koramangala,I01,Chicken Biryani,Biryani & Rice,125,249.0,0.0,0,0,0,0,Pleasant,24.8,0,125,0,1,144
2025-09-01,R01,Bengaluru - Koramangala,I02,Veg Biryani,Biryani & Rice,45,199.0,0.0,0,0,0,0,Pleasant,24.8,0,76,31,0,45
2025-09-01,R01,Bengaluru - Koramangala,I03,Mutton Biryani,Biryani & Rice,27,279.65,15.0,1,0,0,0,Pleasant,24.8,0,51,24,0,27
2025-09-01,R01,Bengaluru - Koramangala,I04,Jeera Rice,Biryani & Rice,18,149.0,0.0,0,0,0,0,Pleasant,24.8,0,30,12,0,18
2025-09-01,R01,Bengaluru - Koramangala,I05,Butter Chicken,Main Course,94,215.2,20.0,1,0,0,0,Pleasant,24.8,0,101,7,0,94
2025-09-01,R01,Bengaluru - Koramangala,I06,Paneer Butter Masala,Main Course,60,229.0,0.0,0,0,0,0,Pleasant,24.8,0,84,24,0,60
2025-09-01,R01,Bengaluru - Koramangala,I07,Dal Makhani,Main Course,59,179.0,0.0,0,0,0,0,Pleasant,24.8,0,75,16,0,59
2025-09-01,R01,Bengaluru - Koramangala,I08,Chicken Tikka Masala,Main Course,26,259.0,0.0,0,0,0,0,Pleasant,24.8,0,85,59,0,26
2025-09-01,R01,Bengaluru - Koramangala,I09,Palak Paneer,Main Course,34,209.0,0.0,0,0,0,0,Pleasant,24.8,0,54,20,0,34
2025-09-01,R01,Bengaluru - Koramangala,I10,Kadai Chicken,Main Course,36,249.0,0.0,0,0,0,0,Pleasant,24.8,0,58,22,0,36
2025-09-01,R01,Bengaluru - Koramangala,I11,Butter Naan,Breads,113,45.0,0.0,0,0,0,0,Pleasant,24.8,0,174,61,0,113
2025-09-01,R01,Bengaluru - Koramangala,I12,Garlic Naan,Breads,47,55.0,0.0,0,0,0,0,Pleasant,24.8,0,103,56,0,47
2025-09-01,R01,Bengaluru - Koramangala,I13,Tandoori Roti,Breads,105,30.0,0.0,0,0,0,0,Pleasant,24.8,0,105,0,1,140
2025-09-01,R01,Bengaluru - Koramangala,I14,Laccha Paratha,Breads,56,50.0,0.0,0,0,0,0,Pleasant,24.8,0,56,0,0,56
2025-09-01,R01,Bengaluru - Koramangala,I15,Chicken 65,Starters,69,219.0,0.0,0,0,0,0,Pleasant,24.8,0,80,11,0,69
2025-09-01,R01,Bengaluru - Koramangala,I16,Paneer Tikka,Starters,21,159.2,20.0,1,0,0,0,Pleasant,24.8,0,62,41,0,21
2025-09-01,R01,Bengaluru - Koramangala,I17,Veg Spring Rolls,Starters,17,159.0,0.0,0,0,0,0,Pleasant,24.8,0,38,21,0,17
2025-09-01,R01,Bengaluru - Koramangala,I18,Chicken Lollipop,Starters,27,229.0,0.0,0,0,0,0,Pleasant,24.8,0,46,19,0,27
2025-09-01,R01,Bengaluru - Koramangala,I19,Gulab Jamun,Desserts,64,80.1,10.0,1,0,0,0,Pleasant,24.8,0,79,15,0,64
2025-09-01,R01,Bengaluru - Koramangala,I20,Rasmalai,Desserts,14,99.0,0.0,0,0,0,0,Pleasant,24.8,0,41,27,0,14
2025-09-01,R01,Bengaluru - Koramangala,I21,Gajar Halwa,Desserts,23,109.0,0.0,0,0,0,0,Pleasant,24.8,0,30,7,0,23
2025-09-01,R01,Bengaluru - Koramangala,I22,Ice Cream Sundae,Desserts,33,129.0,0.0,0,0,0,0,Pleasant,24.8,0,43,10,0,33
2025-09-01,R01,Bengaluru - Koramangala,I23,Masala Chai,Beverages,126,40.0,0.0,0,0,0,0,Pleasant,24.8,0,159,33,0,126
2025-09-01,R01,Bengaluru - Koramangala,I24,Cold Coffee,Beverages,68,99.0,0.0,0,0,0,0,Pleasant,24.8,0,85,17,0,68
2025-09-01,R01,Bengaluru - Koramangala,I25,Fresh Lime Soda,Beverages,67,69.0,0.0,0,0,0,0,Pleasant,24.8,0,70,3,0,67
2025-09-01,R01,Bengaluru - Koramangala,I26,Mango Lassi,Beverages,37,89.0,0.0,0,0,0,0,Pleasant,24.8,0,61,24,0,37
2025-09-01,R01,Bengaluru - Koramangala,I27,Mineral Water,Beverages,112,30.0,0.0,0,0,0,0,Pleasant,24.8,0,154,42,0,112
2025-09-01,R01,Bengaluru - Koramangala,I28,Veg Fried Rice,Biryani & Rice,29,179.0,0.0,0,0,0,0,Pleasant,24.8,0,35,6,0,29
2025-09-01,R01,Bengaluru - Koramangala,I29,Chicken Fried Rice,Biryani & Rice,13,219.0,0.0,0,0,0,0,Pleasant,24.8,0,47,34,0,13
2025-09-01,R01,Bengaluru - Koramangala,I30,Soup of the Day,Starters,21,129.0,0.0,0,0,0,0,Pleasant,24.8,0,33,12,0,21
2025-09-01,R02,Pune - Kalyani Nagar,I01,Chicken Biryani,Biryani & Rice,66,249.0,0.0,0,0,0,0,Pleasant,24.8,0,110,44,0,66
2025-09-01,R02,Pune - Kalyani Nagar,I02,Veg Biryani,Biryani & Rice,50,199.0,0.0,0,0,0,0,Pleasant,24.8,0,50,0,1,54
2025-09-01,R02,Pune - Kalyani Nagar,I03,Mutton Biryani,Biryani & Rice,25,296.1,10.0,1,0,0,0,Pleasant,24.8,0,43,18,0,25
2025-09-01,R02,Pune - Kalyani Nagar,I04,Jeera Rice,Biryani & Rice,31,149.0,0.0,0,0,0,0,Pleasant,24.8,0,31,0,1,35
2025-09-01,R02,Pune - Kalyani Nagar,I05,Butter Chicken,Main Course,57,228.65,15.0,1,0,0,0,Pleasant,24.8,0,80,23,0,57
2025-09-01,R02,Pune - Kalyani Nagar,I06,Paneer Butter Masala,Main Course,30,229.0,0.0,0,0,0,0,Pleasant,24.8,0,77,47,0,30
2025-09-01,R02,Pune - Kalyani Nagar,I07,Dal Makhani,Main Course,27,179.0,0.0,0,0,0,0,Pleasant,24.8,0,45,18,0,27
2025-09-01,R02,Pune - Kalyani Nagar,I08,Chicken Tikka Masala,Main Course,52,259.0,0.0,0,0,0,0,Pleasant,24.8,0,57,5,0,52
2025-09-01,R02,Pune - Kalyani Nagar,I09,Palak Paneer,Main Course,31,209.0,0.0,0,0,0,0,Pleasant,24.8,0,35,4,0,31
2025-09-01,R02,Pune - Kalyani Nagar,I10,Kadai Chicken,Main Course,25,249.0,0.0,0,0,0,0,Pleasant,24.8,0,49,24,0,25
2025-09-01,R02,Pune - Kalyani Nagar,I11,Butter Naan,Breads,104,45.0,0.0,0,0,0,0,Pleasant,24.8,0,104,0,0,104
2025-09-01,R02,Pune - Kalyani Nagar,I12,Garlic Naan,Breads,41,55.0,0.0,0,0,0,0,Pleasant,24.8,0,70,29,0,41
2025-09-01,R02,Pune - Kalyani Nagar,I13,Tandoori Roti,Breads,45,30.0,0.0,0,0,0,0,Pleasant,24.8,0,88,43,0,45
2025-09-01,R02,Pune - Kalyani Nagar,I14,Laccha Paratha,Breads,29,50.0,0.0,0,0,0,0,Pleasant,24.8,0,48,19,0,29
2025-09-01,R02,Pune - Kalyani Nagar,I15,Chicken 65,Starters,32,219.0,0.0,0,0,0,0,Pleasant,24.8,0,62,30,0,32
2025-09-01,R02,Pune - Kalyani Nagar,I16,Paneer Tikka,Starters,32,179.1,10.0,1,0,0,0,Pleasant,24.8,0,44,12,0,32
2025-09-01,R02,Pune - Kalyani Nagar,I17,Veg Spring Rolls,Starters,13,159.0,0.0,0,0,0,0,Pleasant,24.8,0,35,22,0,13
2025-09-01,R02,Pune - Kalyani Nagar,I18,Chicken Lollipop,Starters,6,229.0,0.0,0,0,0,0,Pleasant,24.8,0,29,23,0,6
2025-09-01,R02,Pune - Kalyani Nagar,I19,Gulab Jamun,Desserts,46,71.2,20.0,1,0,0,0,Pleasant,24.8,0,60,14,0,46
2025-09-01,R02,Pune - Kalyani Nagar,I20,Rasmalai,Desserts,34,99.0,0.0,0,0,0,0,Pleasant,24.8,0,34,0,1,54
2025-09-01,R02,Pune - Kalyani Nagar,I21,Gajar Halwa,Desserts,11,109.0,0.0,0,0,0,0,Pleasant,24.8,0,22,11,0,11
2025-09-01,R02,Pune - Kalyani Nagar,I22,Ice Cream Sundae,Desserts,31,129.0,0.0,0,0,0,0,Pleasant,24.8,0,31,0,1,38
2025-09-01,R02,Pune - Kalyani Nagar,I23,Masala Chai,Beverages,95,40.0,0.0,0,0,0,0,Pleasant,24.8,0,133,38,0,95
2025-09-01,R02,Pune - Kalyani Nagar,I24,Cold Coffee,Beverages,67,99.0,0.0,0,0,0,0,Pleasant,24.8,0,67,0,1,71
2025-09-01,R02,Pune - Kalyani Nagar,I25,Fresh Lime Soda,Beverages,49,69.0,0.0,0,0,0,0,Pleasant,24.8,0,56,7,0,49
2025-09-01,R02,Pune - Kalyani Nagar,I26,Mango Lassi,Beverages,19,89.0,0.0,0,0,0,0,Pleasant,24.8,0,52,33,0,19
2025-09-01,R02,Pune - Kalyani Nagar,I27,Mineral Water,Beverages,73,30.0,0.0,0,0,0,0,Pleasant,24.8,0,73,0,1,131
2025-09-01,R02,Pune - Kalyani Nagar,I28,Veg Fried Rice,Biryani & Rice,19,179.0,0.0,0,0,0,0,Pleasant,24.8,0,28,9,0,19
2025-09-01,R02,Pune - Kalyani Nagar,I29,Chicken Fried Rice,Biryani & Rice,29,219.0,0.0,0,0,0,0,Pleasant,24.8,0,35,6,0,29
2025-09-01,R02,Pune - Kalyani Nagar,I30,Soup of the Day,Starters,26,129.0,0.0,0,0,0,0,Pleasant,24.8,0,26,0,1,41
2025-09-01,R03,Hyderabad - Gachibowli,I01,Chicken Biryani,Biryani & Rice,116,249.0,0.0,0,0,0,0,Pleasant,24.8,0,122,6,0,116
2025-09-01,R03,Hyderabad - Gachibowli,I02,Veg Biryani,Biryani & Rice,57,199.0,0.0,0,0,0,0,Pleasant,24.8,0,58,1,0,57
2025-09-01,R03,Hyderabad - Gachibowli,I03,Mutton Biryani,Biryani & Rice,30,279.65,15.0,1,0,0,0,Pleasant,24.8,0,39,9,0,30
2025-09-01,R03,Hyderabad - Gachibowli,I04,Jeera Rice,Biryani & Rice,33,149.0,0.0,0,0,0,0,Pleasant,24.8,0,33,0,1,53
2025-09-01,R03,Hyderabad - Gachibowli,I05,Butter Chicken,Main Course,34,228.65,15.0,1,0,0,0,Pleasant,24.8,0,74,40,0,34
2025-09-01,R03,Hyderabad - Gachibowli,I06,Paneer Butter Masala,Main Course,49,229.0,0.0,0,0,0,0,Pleasant,24.8,0,65,16,0,49
2025-09-01,R03,Hyderabad - Gachibowli,I07,Dal Makhani,Main Course,56,179.0,0.0,0,0,0,0,Pleasant,24.8,0,56,0,1,57
2025-09-01,R03,Hyderabad - Gachibowli,I08,Chicken Tikka Masala,Main Course,30,259.0,0.0,0,0,0,0,Pleasant,24.8,0,61,31,0,30
2025-09-01,R03,Hyderabad - Gachibowli,I09,Palak Paneer,Main Course,24,209.0,0.0,0,0,0,0,Pleasant,24.8,0,38,14,0,24
2025-09-01,R03,Hyderabad - Gachibowli,I10,Kadai Chicken,Main Course,45,249.0,0.0,0,0,0,0,Pleasant,24.8,0,45,0,1,70
2025-09-01,R03,Hyderabad - Gachibowli,I11,Butter Naan,Breads,80,45.0,0.0,0,0,0,0,Pleasant,24.8,0,121,41,0,80
2025-09-01,R03,Hyderabad - Gachibowli,I12,Garlic Naan,Breads,44,55.0,0.0,0,0,0,0,Pleasant,24.8,0,76,32,0,44
2025-09-01,R03,Hyderabad - Gachibowli,I13,Tandoori Roti,Breads,76,30.0,0.0,0,0,0,0,Pleasant,24.8,0,76,0,1,85
2025-09-01,R03,Hyderabad - Gachibowli,I14,Laccha Paratha,Breads,33,50.0,0.0,0,0,0,0,Pleasant,24.8,0,56,23,0,33
2025-09-01,R03,Hyderabad - Gachibowli,I15,Chicken 65,Starters,46,219.0,0.0,0,0,0,0,Pleasant,24.8,0,71,25,0,46
2025-09-01,R03,Hyderabad - Gachibowli,I16,Paneer Tikka,Starters,23,179.1,10.0,1,0,0,0,Pleasant,24.8,0,51,28,0,23
2025-09-01,R03,Hyderabad - Gachibowli,I17,Veg Spring Rolls,Starters,17,159.0,0.0,0,0,0,0,Pleasant,24.8,0,32,15,0,17
2025-09-01,R03,Hyderabad - Gachibowli,I18,Chicken Lollipop,Starters,30,229.0,0.0,0,0,0,0,Pleasant,24.8,0,43,13,0,30
2025-09-01,R03,Hyderabad - Gachibowli,I19,Gulab Jamun,Desserts,59,80.1,10.0,1,0,0,0,Pleasant,24.8,0,59,0,1,73
2025-09-01,R03,Hyderabad - Gachibowli,I20,Rasmalai,Desserts,26,99.0,0.0,0,0,0,0,Pleasant,24.8,0,34,8,0,26
2025-09-01,R03,Hyderabad - Gachibowli,I21,Gajar Halwa,Desserts,12,109.0,0.0,0,0,0,0,Pleasant,24.8,0,19,7,0,12
2025-09-01,R03,Hyderabad - Gachibowli,I22,Ice Cream Sundae,Desserts,39,129.0,0.0,0,0,0,0,Pleasant,24.8,0,42,3,0,39
2025-09-01,R03,Hyderabad - Gachibowli,I23,Masala Chai,Beverages,118,40.0,0.0,0,0,0,0,Pleasant,24.8,0,164,46,0,118
2025-09-01,R03,Hyderabad - Gachibowli,I24,Cold Coffee,Beverages,56,99.0,0.0,0,0,0,0,Pleasant,24.8,0,74,18,0,56
2025-09-01,R03,Hyderabad - Gachibowli,I25,Fresh Lime Soda,Beverages,27,69.0,0.0,0,0,0,0,Pleasant,24.8,0,65,38,0,27
2025-09-01,R03,Hyderabad - Gachibowli,I26,Mango Lassi,Beverages,39,89.0,0.0,0,0,0,0,Pleasant,24.8,0,56,17,0,39
2025-09-01,R03,Hyderabad - Gachibowli,I27,Mineral Water,Beverages,100,30.0,0.0,0,0,0,0,Pleasant,24.8,0,108,8,0,100
2025-09-01,R03,Hyderabad - Gachibowli,I28,Veg Fried Rice,Biryani & Rice,27,179.0,0.0,0,0,0,0,Pleasant,24.8,0,27,0,1,41
2025-09-01,R03,Hyderabad - Gachibowli,I29,Chicken Fried Rice,Biryani & Rice,29,219.0,0.0,0,0,0,0,Pleasant,24.8,0,34,5,0,29
2025-09-01,R03,Hyderabad - Gachibowli,I30,Soup of the Day,Starters,11,129.0,0.0,0,0,0,0,Pleasant,24.8,0,35,24,0,11
2025-09-02,R01,Bengaluru - Koramangala,I01,Chicken Biryani,Biryani & Rice,122,249.0,0.0,0,1,0,0,Pleasant,27.1,0,122,0,1,138
2025-09-02,R01,Bengaluru - Koramangala,I02,Veg Biryani,Biryani & Rice,54,199.0,0.0,0,1,0,0,Pleasant,27.1,0,77,23,0,54
2025-09-02,R01,Bengaluru - Koramangala,I03,Mutton Biryani,Biryani & Rice,32,279.65,15.0,1,1,0,0,Pleasant,27.1,0,51,19,0,32
2025-09-02,R01,Bengaluru - Koramangala,I04,Jeera Rice,Biryani & Rice,29,149.0,0.0,0,1,0,0,Pleasant,27.1,0,40,11,0,29
2025-09-02,R01,Bengaluru - Koramangala,I05,Butter Chicken,Main Course,91,269.0,0.0,0,1,0,0,Pleasant,27.1,0,102,11,0,91
2025-09-02,R01,Bengaluru - Koramangala,I06,Paneer Butter Masala,Main Course,36,229.0,0.0,0,1,0,0,Pleasant,27.1,0,80,44,0,36
2025-09-02,R01,Bengaluru - Koramangala,I07,Dal Makhani,Main Course,36,179.0,0.0,0,1,0,0,Pleasant,27.1,0,69,33,0,36
2025-09-02,R01,Bengaluru - Koramangala,I08,Chicken Tikka Masala,Main Course,53,259.0,0.0,0,1,0,0,Pleasant,27.1,0,67,14,0,53
2025-09-02,R01,Bengaluru - Koramangala,I09,Palak Paneer,Main Course,47,209.0,0.0,0,1,0,0,Pleasant,27.1,0,47,0,1,56
2025-09-02,R01,Bengaluru - Koramangala,I10,Kadai Chicken,Main Course,46,249.0,0.0,0,1,0,0,Pleasant,27.1,0,56,10,0,46
2025-09-02,R01,Bengaluru - Koramangala,I11,Butter Naan,Breads,108,45.0,0.0,0,1,0,0,Pleasant,27.1,0,167,59,0,108
2025-09-02,R01,Bengaluru - Koramangala,I12,Garlic Naan,Breads,52,55.0,0.0,0,1,0,0,Pleasant,27.1,0,86,34,0,52
2025-09-02,R01,Bengaluru - Koramangala,I13,Tandoori Roti,Breads,92,30.0,0.0,0,1,0,0,Pleasant,27.1,0,140,48,0,92
2025-09-02,R01,Bengaluru - Koramangala,I14,Laccha Paratha,Breads,64,50.0,0.0,0,1,0,0,Pleasant,27.1,0,69,5,0,64
2025-09-02,R01,Bengaluru - Koramangala,I15,Chicken 65,Starters,77,219.0,0.0,0,1,0,0,Pleasant,27.1,0,77,0,1,96
2025-09-02,R01,Bengaluru - Koramangala,I16,Paneer Tikka,Starters,36,159.2,20.0,1,1,0,0,Pleasant,27.1,0,61,25,0,36
2025-09-02,R01,Bengaluru - Koramangala,I17,Veg Spring Rolls,Starters,38,159.0,0.0,0,1,0,0,Pleasant,27.1,0,38,0,1,41
2025-09-02,R01,Bengaluru - Koramangala,I18,Chicken Lollipop,Starters,37,229.0,0.0,0,1,0,0,Pleasant,27.1,0,37,0,1,46
2025-09-02,R01,Bengaluru - Koramangala,I19,Gulab Jamun,Desserts,73,71.2,20.0,1,1,0,0,Pleasant,27.1,0,73,0,1,75
